id,label
1,0.99998724
10,0.00012806924
100,2.0562504e-05
1000,0.99997115
10000,1.0
10001,8.707495e-06
10002,0.00013023557
10003,0.99993455
10004,0.99933237
10005,1.7432544e-06
10006,8.132112e-06
10007,1.5873293e-05
10008,1.3771154e-05
10009,0.00030592005
1001,6.2403866e-05
10010,0.99995565
10011,0.99939036
10012,6.632247e-05
10013,0.0005465874
10014,0.0008253633
10015,0.9999994
10016,0.0020416453
10017,5.49099e-05
10018,0.026395619
10019,8.9936e-05
1002,0.99989307
10020,2.0484005e-07
10021,1.6159662e-05
10022,0.99991715
10023,0.99999154
10024,0.99998546
10025,0.99996126
10026,0.9998714
10027,0.99993944
10028,1.1401811e-06
10029,0.99995255
1003,0.9999982
10030,0.9999999
10031,0.00015442933
10032,2.1781756e-05
10033,4.647499e-06
10034,0.99969935
10035,0.9983163
10036,1.0
10037,0.00058018824
10038,0.999871
10039,0.99999166
1004,0.9999993
10040,0.0001114071
10041,0.99996245
10042,0.9976852
10043,0.9999999
10044,1.0345148e-06
10045,0.9282437
10046,0.99979836
10047,0.9999975
10048,0.99994457
10049,0.00020920079
1005,1.0790792e-05
10050,0.0009452624
10051,0.0023085503
10052,2.559525e-05
10053,0.9999329
10054,2.3233094e-08
10055,1.3899335e-05
10056,0.9999943
10057,0.00030286773
10058,0.99822325
10059,0.999969
1006,0.99998796
10060,0.99962425
10061,0.014294601
10062,0.00025822248
10063,0.9996556
10064,0.9988707
10065,0.024273554
10066,0.88889784
10067,6.609404e-06
10068,0.0001482115
10069,0.0014898124
1007,0.9999943
10070,0.9999832
10071,1.6274449e-05
10072,0.0008214907
10073,0.99964035
10074,2.4547965e-06
10075,3.3703807e-07
10076,1.528365e-05
10077,2.615939e-05
10078,0.9999846
10079,0.00031727488
1008,7.386709e-05
10080,0.99999774
10081,0.9824341
10082,2.119869e-05
10083,0.00012350323
10084,0.99999607
10085,0.9999603
10086,0.9999883
10087,0.9999875
10088,2.2080812e-05
10089,0.0019672336
1009,0.99996626
10090,1.0054102e-06
10091,2.6150808e-05
10092,0.9998752
10093,0.0046409382
10094,0.99999475
10095,6.0870134e-05
10096,0.9998889
10097,0.99999976
10098,0.999997
10099,0.00016281556
101,1.6911544e-08
1010,0.9996308
10100,0.99996555
10101,0.9999958
10102,0.0005246616
10103,1.8185785e-05
10104,0.9999943
10105,0.99698573
10106,1.6039012e-06
10107,2.327693e-06
10108,0.9998914
10109,1.4459065e-05
1011,0.0003604565
10110,0.99997747
10111,0.0005589038
10112,0.00039976588
10113,0.99999976
10114,0.0006119909
10115,0.00010578082
10116,0.9999776
10117,0.001861271
10118,6.78319e-08
10119,0.9999435
1012,0.9999889
10120,1.5711698e-06
10121,7.192226e-06
10122,8.856173e-06
10123,0.00019592019
10124,0.9999933
10125,0.00012349745
10126,4.2499767e-05
10127,0.9999882
10128,0.0013352088
10129,0.9991653
1013,5.2831227e-05
10130,1.8082483e-07
10131,0.9998435
10132,7.062923e-05
10133,5.4484712e-08
10134,0.9994733
10135,0.9999951
10136,0.9999968
10137,2.4926241e-05
10138,0.999954
10139,0.99889636
1014,0.99999523
10140,0.99998987
10141,0.9999311
10142,0.99996674
10143,0.99997616
10144,0.9998605
10145,0.000935692
10146,0.999969
10147,0.9997397
10148,0.9997979
10149,4.3071354e-06
1015,0.00027426478
10150,0.00029210074
10151,1.516938e-06
10152,6.0928614e-06
10153,0.99984944
10154,8.674343e-06
10155,0.9999995
10156,0.0004584774
10157,1.2005388e-05
10158,2.3247923e-05
10159,0.9998956
1016,0.0019547392
10160,1.1359955e-07
10161,0.00036726327
10162,0.99999416
10163,0.9999969
10164,0.99999475
10165,0.9999751
10166,0.99998665
10167,0.9999999
10168,0.99998677
10169,0.99999964
1017,0.00018683758
10170,0.00019493428
10171,1.9683774e-05
10172,0.9999962
10173,1.9146984e-05
10174,4.0660245e-05
10175,0.0006269245
10176,0.9999851
10177,0.9999993
10178,0.06647662
10179,0.99999726
1018,0.99994457
10180,0.00018870187
10181,0.99997544
10182,1.4436866e-05
10183,1.3389883e-06
10184,7.337454e-07
10185,0.99996245
10186,0.99998426
10187,0.99999535
10188,6.485633e-10
10189,0.9999999
1019,0.9999492
10190,0.9999664
10191,0.00012651944
10192,0.99980825
10193,4.021265e-06
10194,2.0253663e-05
10195,0.9999982
10196,0.99960834
10197,0.9999858
10198,8.130048e-05
10199,6.2383755e-05
102,0.9999981
1020,0.0003901121
10200,0.00010268229
10201,0.0001378568
10202,0.9999653
10203,0.9999995
10204,1.0650318e-05
10205,0.00022749929
10206,6.098233e-05
10207,0.999997
10208,0.99993217
10209,0.99998987
1021,7.056509e-07
10210,3.788849e-05
10211,7.122008e-05
10212,1.5853855e-05
10213,0.9997849
10214,0.9999597
10215,6.282415e-06
10216,0.9994498
10217,0.99884343
10218,0.00028318755
10219,0.056442846
1022,0.00017568376
10220,0.9999994
10221,0.9999951
10222,0.58030254
10223,8.062732e-05
10224,0.00015843892
10225,0.000710279
10226,3.106983e-06
10227,1.4095222e-05
10228,0.0037594994
10229,0.00027387514
1023,3.6148453e-08
10230,0.008407346
10231,0.99991906
10232,0.9999987
10233,0.9999192
10234,0.0008838734
10235,9.518071e-07
10236,0.00093514746
10237,0.0011895921
10238,0.99981016
10239,3.6747285e-06
1024,0.0009239955
10240,8.899084e-05
10241,0.99996793
10242,0.9999138
10243,0.9998405
10244,0.99999046
10245,0.99999905
10246,0.9999807
10247,0.9999949
10248,2.9087182e-08
10249,0.99998426
1025,8.610626e-05
10250,0.002228961
10251,0.99999416
10252,4.2580945e-05
10253,0.99999845
10254,0.99997854
10255,0.9999981
10256,0.9997036
10257,2.361372e-06
10258,0.9999994
10259,0.9999931
1026,0.00041811197
10260,7.1187337e-06
10261,0.99998975
10262,0.9934228
10263,0.99999964
10264,8.8505396e-07
10265,8.570896e-08
10266,0.0003132029
10267,1.3165811e-05
10268,0.99999845
10269,0.99958557
1027,8.799252e-07
10270,0.00032302912
10271,0.9999945
10272,0.005427916
10273,0.0063951286
10274,2.0111063e-05
10275,0.9997776
10276,5.834994e-05
10277,0.9924736
10278,0.00017664066
10279,0.99999833
1028,9.119436e-05
10280,0.9999839
10281,0.9999912
10282,0.99988735
10283,0.99999535
10284,0.99996233
10285,0.9998877
10286,9.4860334e-05
10287,0.00015413424
10288,6.2496265e-06
10289,0.00021571976
1029,0.00017912665
10290,0.999602
10291,0.99996793
10292,5.14801e-05
10293,0.999969
10294,2.4062923e-05
10295,8.548513e-08
10296,9.929193e-06
10297,0.99999964
10298,0.99999404
10299,0.0104082115
103,1.9336723e-05
1030,5.4663666e-05
10300,0.99994016
10301,1.0448606e-09
10302,0.9947805
10303,2.4461445e-07
10304,0.99999833
10305,0.9999982
10306,0.9997534
10307,0.9998629
10308,5.797578e-06
10309,2.1803642e-06
1031,4.6286466e-05
10310,0.25493363
10311,1.8968302e-06
10312,0.00012956547
10313,0.99999547
10314,1.6701628e-05
10315,0.9999889
10316,0.9999999
10317,0.9999906
10318,0.00011472193
10319,0.9999862
1032,0.9999751
10320,0.9999721
10321,0.9999912
10322,0.99998915
10323,0.98916316
10324,0.9999925
10325,4.3572683e-05
10326,0.9999232
10327,0.9991167
10328,1.4510258e-05
10329,0.9999995
1033,0.99402505
10330,8.007044e-06
10331,4.1332696e-06
10332,0.99997926
10333,0.0023539562
10334,1.1579408e-06
10335,1.0
10336,2.809717e-06
10337,0.009437474
10338,0.00025931076
10339,0.9998367
1034,0.99999547
10340,4.0655004e-06
10341,5.5691962e-05
10342,0.9999982
10343,1.964074e-05
10344,0.9994791
10345,0.99998665
10346,1.3477177e-05
10347,0.037517726
10348,0.9998808
10349,0.99999785
1035,2.7016566e-05
10350,0.9997942
10351,2.3428243e-05
10352,0.9999995
10353,4.153889e-06
10354,0.9989483
10355,0.9999424
10356,9.261001e-05
10357,0.9998653
10358,0.00046710938
10359,0.9999238
1036,0.9999553
10360,0.0004382688
10361,0.000116869174
10362,9.043989e-08
10363,0.00060642126
10364,0.99998903
10365,0.00029156485
10366,0.9999759
10367,0.9995173
10368,0.9999969
10369,2.7725026e-08
1037,0.99999845
10370,0.9936621
10371,0.00034575895
10372,0.99986625
10373,4.7885687e-06
10374,0.99955505
10375,0.0013435712
10376,2.2128159e-05
10377,1.9982674e-06
10378,3.1246484e-06
